OID_,Year,Date,Subregion,Habitat,SiteID,Site_name,StationID,Surveyed_all_years,points,Acropora_cervicornis,Acropora_palmata,Agaricia_fragilis,Agaricia_lamarcki,Cladocora_arbuscula,Colpophyllia_natans,Dendrogyra_cylindrus,Dichocoenia_stokesii,Diploria_labyrinthiformis,Eusmilia_fastigiata,Favia_fragum,Helioseris_cucullata,Isophyllia_rigida,Isophyllia_sinuosa,Madracis_aurentenra,Madracis_decactis_complex,Manicina_areolata,Meandrina_meandrites,Millepora_alcicornis,Millepora_complanata,Montastraea_cavernosa,Mussa_angulosa,Mycetophyllia_aliciae,Mycetophyllia_ferox,Mycetophyllia_lamarckiana_complex,Oculina_diffusa,Oculina_robusta,Orbicella_annularis_complex,Phyllangia_americana,Porites_astreoides,Porites_porites_complex,Pseudodiploria_clivosa,Pseudodiploria_strigosa,Scleractinia,Scolymia_sp,Siderastrea_radians,Siderastrea_siderea,Solenastrea_bournoni,Stephanocoenia_intersepta,Undaria_agaricites_complex,all_species_zero
545,1999,5/19/1999 0:00:00,LK,P,40,Jaap Reef,401,Y,583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,0.0,0.0069,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,False
546,1999,5/19/1999 0:00:00,LK,P,40,Jaap Reef,402,Y,571,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471,0.0,0.0263,0.0,0.0,0.0035,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,False
547,1999,5/19/1999 0:00:00,LK,P,40,Jaap Reef,403,N,527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.1518,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0209,0.0,0.0,0.0,False
548,1999,5/19/1999 0:00:00,LK,P,40,Jaap Reef,404,Y,487,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1499,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
549,1999,7/21/1999 0:00:00,UK,OS,50,Carysfort Shallow,501,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0017,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,False
550,1999,7/21/1999 0:00:00,UK,OS,50,Carysfort Shallow,502,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119,0.0,0.0085,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,False
551,1999,7/21/1999 0:00:00,UK,OS,50,Carysfort Shallow,503,Y,558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
552,1999,7/21/1999 0:00:00,UK,OS,50,Carysfort Shallow,504,N,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0017,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,False
553,1999,7/16/1999 0:00:00,UK,OS,51,Grecian Rocks,511,Y,580,0.0,0.0,0.0,0.0,0.0,0.0259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.2655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103,0.0,0.0,0.0,False
554,1999,7/16/1999 0:00:00,UK,OS,51,Grecian Rocks,512,Y,613,0.0,0.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0033,0.0,0.0016,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0,False
555,1999,7/16/1999 0:00:00,UK,OS,51,Grecian Rocks,513,Y,585,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0427,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0017,0.0051,0.0,0.0,0.0,False
556,1999,7/16/1999 0:00:00,UK,OS,51,Grecian Rocks,514,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0017,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,False
557,1999,7/13/1999 0:00:00,UK,OS,52,Molasses Shallow,521,Y,580,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0034,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
558,1999,7/13/1999 0:00:00,UK,OS,52,Molasses Shallow,522,Y,523,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
559,1999,7/13/1999 0:00:00,UK,OS,52,Molasses Shallow,523,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,False
560,1999,7/13/1999 0:00:00,UK,OS,52,Molasses Shallow,524,N,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214,0.0,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,False
561,1999,7/17/1999 0:00:00,UK,OS,53,Conch Shallow,531,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,False
562,1999,7/17/1999 0:00:00,UK,OS,53,Conch Shallow,532,N,475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042,0.0,0.0,0.0,False
563,1999,7/17/1999 0:00:00,UK,OS,53,Conch Shallow,533,Y,601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0,0.0,0.0,False
564,1999,7/17/1999 0:00:00,UK,OS,53,Conch Shallow,534,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.1086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
565,1999,7/22/1999 0:00:00,MK,OS,54,Alligator Shallow,541,Y,517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,False
566,1999,7/22/1999 0:00:00,MK,OS,54,Alligator Shallow,542,Y,591,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,False
567,1999,7/22/1999 0:00:00,MK,OS,54,Alligator Shallow,543,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,False
568,1999,7/22/1999 0:00:00,MK,OS,54,Alligator Shallow,544,N,518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,False
569,1999,5/12/1999 0:00:00,MK,OS,55,Tennessee Shallow,551,N,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
570,1999,5/12/1999 0:00:00,MK,OS,55,Tennessee Shallow,552,Y,519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
571,1999,5/12/1999 0:00:00,MK,OS,55,Tennessee Shallow,553,Y,580,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
572,1999,5/12/1999 0:00:00,MK,OS,55,Tennessee Shallow,554,Y,575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
573,1999,5/14/1999 0:00:00,MK,OS,56,Sombrero Shallow,561,Y,553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.0,0.0325,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.0,0.0,0.0,False
574,1999,5/14/1999 0:00:00,MK,OS,56,Sombrero Shallow,562,Y,540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,False
575,1999,5/14/1999 0:00:00,MK,OS,56,Sombrero Shallow,563,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,False
576,1999,5/14/1999 0:00:00,MK,OS,56,Sombrero Shallow,564,Y,542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,False
577,1999,5/18/1999 0:00:00,LK,OS,57,Looe Key Shallow,571,N,606,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0033,0.0,0.0,0.0,0.0,0.0,0.0,0.0264,0.0,0.0033,0.0,0.0,0.0033,0.0,0.0,0.0,0.0149,0.0,0.0,0.0,False
578,1999,5/18/1999 0:00:00,LK,OS,57,Looe Key Shallow,572,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,False
579,1999,5/18/1999 0:00:00,LK,OS,57,Looe Key Shallow,573,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,False
580,1999,5/18/1999 0:00:00,LK,OS,57,Looe Key Shallow,574,Y,574,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.2892,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,False
581,1999,8/10/1999 0:00:00,LK,OS,58,Eastern Sambo Shallow,581,N,566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,0.0,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
582,1999,8/10/1999 0:00:00,LK,OS,58,Eastern Sambo Shallow,582,Y,590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
583,1999,8/10/1999 0:00:00,LK,OS,58,Eastern Sambo Shallow,583,Y,567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
584,1999,8/10/1999 0:00:00,LK,OS,58,Eastern Sambo Shallow,584,Y,647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0,0.0495,0.0,0.0,0.0,0.0015,0.0,0.0,0.0015,0.0,0.0,0.0,False
585,1999,8/10/1999 0:00:00,LK,OS,59,Western Sambo Shallow,591,Y,547,0.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
586,1999,8/10/1999 0:00:00,LK,OS,59,Western Sambo Shallow,592,Y,522,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0364,0.0,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,False
587,1999,8/10/1999 0:00:00,LK,OS,59,Western Sambo Shallow,593,N,571,0.0,0.0263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
588,1999,8/10/1999 0:00:00,LK,OS,59,Western Sambo Shallow,594,Y,589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0662,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0,0.0,False
589,1999,8/12/1999 0:00:00,LK,OS,60,Rock Key Shallow,601,Y,529,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
590,1999,8/12/1999 0:00:00,LK,OS,60,Rock Key Shallow,602,Y,568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,False
591,1999,8/12/1999 0:00:00,LK,OS,60,Rock Key Shallow,603,Y,537,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
592,1999,8/12/1999 0:00:00,LK,OS,60,Rock Key Shallow,604,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0534,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,False
593,1999,6/10/1999 0:00:00,LK,OS,61,Sand Key Shallow,611,N,620,0.0,0.0177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.0,0.0,False
594,1999,6/10/1999 0:00:00,LK,OS,61,Sand Key Shallow,612,Y,580,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0431,0.0,0.0103,0.0,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,False
595,1999,6/10/1999 0:00:00,LK,OS,61,Sand Key Shallow,613,Y,498,0.0,0.002,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.002,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,False
596,1999,6/10/1999 0:00:00,LK,OS,61,Sand Key Shallow,614,Y,479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021,0.0,0.0,0.0,False
597,1999,7/21/1999 0:00:00,UK,OD,70,Carysfort Deep,701,Y,575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0017,0.0,0.0017,0.0,0.0,0.0,0.0,0.0122,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0226,0.0,0.0,0.0052,False
598,1999,7/21/1999 0:00:00,UK,OD,70,Carysfort Deep,702,Y,590,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0068,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0068,0.0,0.0,0.0,False
599,1999,7/21/1999 0:00:00,UK,OD,70,Carysfort Deep,703,N,570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0421,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0,0.0018,0.0,False
600,1999,7/21/1999 0:00:00,UK,OD,70,Carysfort Deep,704,N,563,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,0.0018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018,False
601,1999,7/13/1999 0:00:00,UK,OD,72,Molasses Deep,721,Y,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,False
602,1999,7/13/1999 0:00:00,UK,OD,72,Molasses Deep,722,Y,586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0137,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,False
603,1999,7/14/1999 0:00:00,UK,OD,72,Molasses Deep,723,N,589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0068,0.0,0.0,0.0,False
604,1999,7/13/1999 0:00:00,UK,OD,72,Molasses Deep,724,N,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,False
605,1999,7/17/1999 0:00:00,UK,OD,73,Conch Deep,731,N,580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0069,0.0,0.0,0.0,False
606,1999,7/17/1999 0:00:00,UK,OD,73,Conch Deep,732,N,520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0,0.0019,0.0,False
607,1999,7/17/1999 0:00:00,UK,OD,73,Conch Deep,733,Y,575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.0017,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,False
608,1999,7/17/1999 0:00:00,UK,OD,73,Conch Deep,734,Y,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.0138,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0039,0.002,False
